,traveller_username,date,covid,star,rating,aspect_sentiment,count_topic_0,count_topic_2,count_topic_4,topic_0,topic_2,topic_4,count_topic_3,count_topic_1,topic_3,topic_1
17328,SJCSydney,2017-01-01,PreCovid,4,5.0,"[[airport, best, 3], [friendli, super, 1]]",,,,,,,1.0,1.0,1.0,0.3333333333333333
17329,Lesleymatt,2016-12-01,PreCovid,4,5.0,"[[check, 'still airport', 4], [room, swift, 2], [room, painless, 2]]",,2.0,1.0,,0.0,0.0,,,,
17330,LMW,2016-12-01,PreCovid,4,5.0,"[[excel, readi, 1], [shower, huge, 2]]",,1.0,,,0.4000000000000001,,,1.0,,0.0
17331,QF1WORLD,2016-12-01,PreCovid,4,5.0,"[[room, notic, 2], [floor, third, 2], [room, nice, 2], [staff, better, 1]]",,3.0,,,0.19999999999999998,,,1.0,,0.5
17332,kate T,2016-12-01,PreCovid,4,3.0,"[[day, great, 4], [check, earliest, 4], [place, allow, 0]]",1.0,,2.0,0.0,,0.4,,,,
17333,AdventureTx,2016-11-01,PreCovid,4,5.0,[],,,,,,,,,,
17334,roxannecannon,2016-12-01,PreCovid,4,5.0,"[[stay, great, 1], [stay, 'alway great', 1], [time, second, 1], [room, great, 2]]",,1.0,,,0.8,,,3.0,,0.5333333333333333
17335,Dreamsong,2016-12-01,PreCovid,4,3.0,"[[room, quiet, 2], [room, real, 2], [stay, recent, 1]]",,2.0,,,0.1,,,1.0,,0.0
17336,SydneyGlobalShopper,2017-01-01,PreCovid,4,5.0,"[[room, quiet, 2]]",,1.0,,,0.0,,,,,
17337,h0lidaysun,2017-01-01,PreCovid,4,5.0,"[[staff, great, 1], [pool, good, 3]]",,,,,,,1.0,1.0,0.7,0.8
17338,SKL,2016-10-01,PreCovid,4,5.0,[],,,,,,,,,,
17339,Eric B,2017-01-01,PreCovid,4,5.0,"[[hour, short, 4]]",,,1.0,,,0.0,,,,
17340,conejotravel,2017-01-01,PreCovid,4,5.0,"[[hotel, right, 0], [hotel, immigr, 0]]",2.0,,,0.14285714285714285,,,,,,
17341,JamieANS,2016-12-01,PreCovid,4,5.0,[],,,,,,,,,,
17342,The_Jolly_Wanderer,2016-10-01,PreCovid,4,4.0,"[[food, hot, 0]]",1.0,,,0.25,,,,,,
17343,Janice N,2016-12-01,PreCovid,4,4.0,"[[room, live, 2]]",,1.0,,,0.13636363636363635,,,,,
17344,LLNZ,2016-12-01,PreCovid,4,5.0,"[[room, worth, 2], [room, everi, 2], [flight, long, 4], [staff, earli, 1], [staff, morn, 1], [room, usual, 2], [room, standard, 2]]",,4.0,1.0,,0.012499999999999997,-0.05,,2.0,,0.0
17345,Lucchezzi,2016-12-01,PreCovid,4,5.0,"[[day, singapor, 4], [day, new, 4], [night, suitabl, 3]]",,,2.0,,,0.06818181818181818,1.0,,0.0,
17346,carolhannahang,2016-12-01,PreCovid,4,2.0,"[[check, late, 4], [day, celebr, 4], [check, great, 4], [time, usual, 1]]",,,3.0,,,0.16666666666666666,,1.0,,-0.25
17347,Mason L,2016-12-01,PreCovid,4,5.0,"[[place, great, 0], [room, practic, 2]]",1.0,1.0,,0.8,0.0,,,,,
17348,hammer265,2016-12-01,PreCovid,4,5.0,"[[walk, short, 0], [room, quick, 2], [room, 'alway quick', 2], [room, toiletri, 2], [hour, 'long wait', 4], [hour, express, 4]]",1.0,3.0,2.0,0.0,0.2222222222222222,-0.025,,,,
17349,257Trinah,2016-12-01,PreCovid,4,5.0,"[[room, quiet, 2], [bathroom, quiet, 2], [walk, great, 0], [termin, straight, 3]]",1.0,2.0,,0.8,0.0,,1.0,,0.2,
17350,Kenya D,2016-12-01,PreCovid,4,5.0,"[[time, first, 1], [staff, spectacular, 1], [hour, longer, 4]]",,,1.0,,,0.0,,2.0,,0.425
17351,PatsyLong,2016-12-01,PreCovid,4,5.0,"[[book, straight, 4], [room, good, 2]]",,1.0,1.0,,0.7,0.2,,,,
17352,Nashitah,2016-12-01,PreCovid,4,4.0,"[[time, notic, 1]]",,,,,,,,1.0,,0.0
17353,FrqntTrvlrMelbourne,2016-12-01,PreCovid,4,1.0,[],,,,,,,,,,
17354,AChops,2016-12-01,PreCovid,4,4.0,"[[room, nice, 2]]",,1.0,,,0.6,,,,,
17355,Lisa G,2016-12-01,PreCovid,4,5.0,[],,,,,,,,,,
17356,Nuraisha,2016-12-01,PreCovid,4,4.0,[],,,,,,,,,,
17357,Robyn T,2016-12-01,PreCovid,4,5.0,"[[breakfast, nice, 3]]",,,,,,,1.0,,0.6,
17358,PETER B,2016-12-01,PreCovid,4,5.0,"[[stay, singapor, 1]]",,,,,,,,1.0,,0.0
17359,JackieFulham,2016-12-01,PreCovid,4,4.0,[],,,,,,,,,,
17360,Tony h,2016-12-01,PreCovid,4,4.0,[],,,,,,,,,,
17361,scotthumphries,2016-11-01,PreCovid,4,4.0,"[[restaur, particular, 0], [breakfast, nice, 3], [breakfast, 'also nice', 3]]",1.0,,,0.16666666666666666,,,2.0,,0.6,
17362,Carol M,2016-11-01,PreCovid,4,5.0,"[[breakfast, great, 3], [airport, recent, 3]]",,,,,,,2.0,,0.4,
17363,HACKER69,2016-09-01,PreCovid,4,5.0,"[[walk, short, 0], [room, long, 2]]",1.0,1.0,,0.0,-0.05,,,,,
17364,Mike A,2016-12-01,PreCovid,4,5.0,[],,,,,,,,,,
17365,xinli29288,2016-04-01,PreCovid,4,4.0,"[[airport, wise, 3], [conveni, pricey, 3], [staycat, special, 1]]",,,,,,,2.0,1.0,0.35,0.35714285714285715
17366,Priyadarshi Var... R,2016-09-01,PreCovid,4,5.0,"[[place, nice, 0], [day, short, 4], [night, great, 3]]",1.0,,1.0,0.6,,0.0,1.0,,0.8,
17367,so3003,2016-11-01,PreCovid,4,4.0,"[[night, first, 3], [room, second, 2], [time, crept, 1], [room, differ, 2], [room, obvious, 2], [room, previous, 2], [hotel, smaller, 0], [hotel, 'much smaller', 0], [time, first, 1]]",2.0,4.0,,0.0,-0.041666666666666664,,1.0,2.0,0.25,0.125
17368,Deepesh,2016-12-01,PreCovid,4,4.0,[],,,,,,,,,,
17369,Kirsty76Australia,2016-12-01,PreCovid,4,5.0,"[[place, great, 0], [room, smaller, 2], [room, older, 2]]",1.0,2.0,,0.8,0.08333333333333333,,,,,
17370,Sry17,2016-12-01,PreCovid,4,4.0,"[[day, short, 4], [night, perfect, 3], [night, great, 3]]",,,1.0,,,0.0,2.0,,0.9,
17371,David Michael S,2016-12-01,PreCovid,4,4.0,"[[time, usual, 1], [time, good, 1], [floor, third, 2]]",,1.0,,,0.0,,,2.0,,0.22499999999999998
17372,apteryx055,2016-09-01,PreCovid,4,4.0,"[[hotel, overnight, 0], [walk, short, 0]]",2.0,,,0.0,,,,,,
17373,SmileyChicago_IL,2016-08-01,PreCovid,4,5.0,"[[hotel, best, 0], [room, servic, 2], [room, qualiti, 2]]",1.0,2.0,,1.0,0.0,,,,,
17374,Erik Andreassen,2016-12-01,PreCovid,4,4.0,"[[place, great, 0]]",1.0,,,0.8,,,,,,
17375,Wendy M,2016-11-01,PreCovid,4,4.0,"[[room, quiet, 2], [place, well, 0]]",1.0,1.0,,0.0,0.0,,,,,
17376,Ron P,2016-12-01,PreCovid,4,5.0,[],,,,,,,,,,
17377,MandyLou62,2016-12-01,PreCovid,4,5.0,"[[shop, right, 0]]",1.0,,,0.2857142857142857,,,,,,
17378,ZenHealer7,2016-12-01,PreCovid,4,4.0,"[[room, new, 2], [room, light, 2]]",,2.0,,,0.2681818181818182,,,,,
17379,EagleChris,2016-12-01,PreCovid,4,4.0,[],,,,,,,,,,
17380,eatshopeatshop,2016-01-01,PreCovid,4,3.0,"[[howev, open, 2], [howev, corridor, 2], [room, live, 2]]",,3.0,,,0.04545454545454545,,,,,
17381,ayullamas,2016-12-01,PreCovid,4,2.0,"[[night, whole, 3], [flight, next, 4], [flight, morn, 4]]",,,2.0,,,0.0,1.0,,0.2,
17382,Franca B,2016-12-01,PreCovid,4,5.0,"[[room, great, 2]]",,1.0,,,0.8,,,,,
17383,Travel Writer,2016-12-01,PreCovid,4,5.0,"[[hotel, brilliant, 0], [hotel, big, 0], [comfort, good, 3], [bed, top, 3], [bed, qualiti, 3]]",2.0,,,0.45,,,3.0,,0.39999999999999997,
17384,Adi C,2016-12-01,PreCovid,4,2.0,"[[termin, small, 3], [hotel, much, 0], [night, whole, 3], [hotel, light, 0], [hotel, dim, 0]]",3.0,,,0.23333333333333336,,,2.0,,-0.024999999999999994,
17385,Paul Mak,2016-12-01,PreCovid,4,5.0,"[[check, singapor, 4], [airport, slow, 3], [airport, overal, 3], [airport, best, 3]]",,,1.0,,,0.0,3.0,,0.2333333333333333,
17386,ameyakamat,2016-12-01,PreCovid,4,4.0,"[[hotel, overal, 0]]",1.0,,,0.0,,,,,,
17387,Pabty,2016-12-01,PreCovid,4,3.0,"[[stay, perfect, 1], [stay, perfect, 1], [day, second, 4], [night, complimentari, 3]]",,,1.0,,,0.0,1.0,2.0,0.0,1.0
17388,CanKorTravel,2016-11-01,PreCovid,4,5.0,"[[room, nice, 2], [staff, great, 1], [room, newer, 2]]",,2.0,,,0.3,,,1.0,,0.8
17389,acebadger,2016-12-01,PreCovid,4,5.0,"[[check, 'long wait', 4], [night, great, 3]]",,,1.0,,,-0.05,1.0,,0.8,
17390,ECC88,2016-12-01,PreCovid,4,5.0,"[[book, great, 4]]",,,1.0,,,0.8,,,,
17391,Sujoy S,2016-11-01,PreCovid,4,4.0,"[[need, singapor, 2]]",,1.0,,,0.0,,,,,
17392,Jolene Ting,2016-10-01,PreCovid,4,5.0,"[[hotel, 'far wing', 0], [time, second, 1]]",1.0,,,0.1,,,,1.0,,0.0
17393,rthomp4435,2016-12-01,PreCovid,4,4.0,"[[room, corridor, 2]]",,1.0,,,0.0,,,,,
17394,viotel,2016-12-01,PreCovid,4,2.0,"[[stay, free, 1]]",,,,,,,,1.0,,0.4
17395,rxk612,2016-12-01,PreCovid,4,4.0,"[[time, tri, 1]]",,,,,,,,1.0,,0.0
17396,lindaramzan,2016-12-01,PreCovid,4,4.0,"[[book, prior, 4], [room, clean, 2], [room, pleasant, 2]]",,2.0,1.0,,0.55,0.0,,,,
17397,EarthlingA,2016-11-01,PreCovid,4,5.0,"[[room, overhead, 2]]",,1.0,,,0.0,,,,,
17398,addie,2016-12-01,PreCovid,4,4.0,"[[bathroom, huge, 2], [shower, cleverli, 2], [shower, hot, 2], [pool, nice, 3], [night, noisi, 3], [check, late, 4]]",,3.0,1.0,,0.2166666666666667,-0.3,2.0,,0.3,
17399,wjlacer,2016-11-01,PreCovid,4,5.0,"[[day, next, 4], [day, great, 4], [bathroom, 'well lit', 2], [termin, right, 3]]",,1.0,2.0,,0.0,0.4,1.0,,0.2857142857142857,
17400,keneverywhere,2016-11-01,PreCovid,4,5.0,"[[room, quick, 2]]",,1.0,,,0.3333333333333333,,,,,
17401,CFC-Tampa,2016-11-01,PreCovid,4,5.0,"[[hotel, great, 0], [conveni, morn, 3], [bathroom, great, 2], [place, best, 0]]",2.0,1.0,,0.9,0.8,,1.0,,0.0,
17402,Frederick A,2016-12-01,PreCovid,4,3.0,"[[hotel, right, 0], [night, late, 3], [hotel, close, 0], [hotel, overal, 0], [floor, second, 2], [room, first, 2], [hotel, 'best airport', 0]]",4.0,2.0,,0.3214285714285714,0.125,,1.0,,-0.3,
17403,SMalik,2016-11-01,PreCovid,4,5.0,"[[conveni, next, 3], [conveni, 'right next', 3]]",,,,,,,2.0,,0.07142857142857142,
17404,Shahnawaz M,2016-11-01,PreCovid,4,5.0,"[[stay, singapor, 1]]",,,,,,,,1.0,,0.0
17405,Luke M,2016-12-01,PreCovid,4,5.0,"[[stay, nice, 1], [staff, clean, 1], [staff, modern, 1], [flight, nice, 4]]",,,1.0,,,0.6,,3.0,,0.3888888888888889
17406,nzvik,2016-11-01,PreCovid,4,3.0,"[[night, 'even one', 3], [hotel, 'even paid', 0]]",1.0,,,0.0,,,1.0,,0.0,
17407,NN289,2016-11-01,PreCovid,4,5.0,"[[arriv, nice, 4], [room, upgrad, 2], [floor, lower, 2]]",,2.0,1.0,,0.0,0.6,,,,
17408,PlatinumForeverDUS,2016-12-01,PreCovid,4,3.0,[],,,,,,,,,,
17409,Linda M,2016-10-01,PreCovid,4,5.0,"[[pool, singapor, 3]]",,,,,,,1.0,,0.0,
17410,SuePC2015,2016-11-01,PreCovid,4,5.0,"[[staff, good, 1], [stay, great, 1]]",,,,,,,,2.0,,0.75
17411,davidb08,2016-12-01,PreCovid,4,5.0,"[[room, great, 2]]",,1.0,,,0.8,,,,,
17412,DonJuanP,2016-11-01,PreCovid,4,5.0,"[[place, great, 0], [room, long, 2], [room, great, 2]]",1.0,2.0,,0.8,0.375,,,,,
17413,Durante J,2016-11-01,PreCovid,4,5.0,"[[room, amaz, 2]]",,1.0,,,0.0,,,,,
17414,NetoLisbon,2016-12-01,PreCovid,4,5.0,"[[stay, short, 1], [time, sever, 1], [work, normal, 2], [breakfast, unfortun, 3], [place, sure, 0]]",1.0,1.0,,0.5,0.15,,1.0,2.0,0.0,0.0
17415,Robert T,2016-12-01,PreCovid,4,4.0,"[[staff, usual, 1]]",,,,,,,,1.0,,-0.25
17416,eangelpink,2016-12-01,PreCovid,4,5.0,[],,,,,,,,,,
17417,Jack Chee,2016-11-01,PreCovid,4,4.0,"[[airport, best, 3]]",,,,,,,1.0,,1.0,
17418,awc4,2016-11-01,PreCovid,4,3.0,"[[flight, earli, 4], [hotel, great, 0], [room, nice, 2], [airport, great, 3], [hotel, tri, 0], [room, better, 2]]",2.0,2.0,1.0,0.4,0.55,0.0,1.0,,0.8,
17419,Jacqueline A,2016-11-01,PreCovid,4,3.0,"[[night, last, 3], [room, differ, 2], [restaur, nice, 0], [restaur, 'still nice', 0], [breakfast, nice, 3], [breakfast, better, 3]]",2.0,1.0,,0.6,0.0,,3.0,,0.3666666666666667,
17420,Am P,2016-11-01,PreCovid,4,3.0,"[[hotel, pricey, 0]]",1.0,,,0.0,,,,,,
17421,lauraw_83,2016-11-01,PreCovid,4,5.0,"[[help, first, 1]]",,,,,,,,1.0,,0.25
17422,DragonLass-Aus,2016-11-01,PreCovid,4,5.0,"[[room, singapor, 2], [room, due, 2], [room, leav, 2], [pool, good, 3], [pool, great, 3], [pool, select, 3], [club, higher, 4], [room, worth, 2]]",,4.0,1.0,,0.04375,0.25,3.0,,0.5,
17423,NickMaggieWales,2016-11-01,PreCovid,4,4.0,"[[hotel, first, 0], [check, warmli, 4], [bed, great, 3], [night, good, 3], [floor, second, 2]]",1.0,1.0,1.0,0.25,0.0,0.0,2.0,,0.75,
17424,Haidee,2016-11-01,PreCovid,4,4.0,"[[hotel, nice, 0], [hotel, common, 0], [hotel, singapor, 0], [room, tub, 2], [check, fine, 4], [pool, okay, 3], [pool, outdoor, 3], [termin, young, 3], [termin, kid, 3], [termin, elderli, 3]]",3.0,1.0,1.0,0.09999999999999999,0.0,0.4166666666666667,5.0,,0.12,
17425,WanderingCodger_39,2016-11-01,PreCovid,4,4.0,"[[time, past, 1], [hotel, alway, 0], [room, swift, 2], [place, arrang, 0], [place, front, 0], [place, better, 0], [flight, daytim, 4], [flight, long, 4], [place, great, 0]]",5.0,1.0,2.0,0.26,0.0,-0.025,,1.0,,-0.25
17426,MattH-in-Sydney,2016-11-01,PreCovid,4,4.0,"[[hotel, great, 0], [time, singapor, 1], [day, next, 4], [hotel, great, 0], [pool, decent, 3], [breakfast, enabl, 3], [breakfast, morn, 3]]",2.0,,1.0,0.8,,0.0,3.0,1.0,0.05555555555555555,0.0
17427,Lubiere,2016-11-01,PreCovid,4,5.0,"[[book, best, 4], [bathroom, modern, 2], [day, 'even one', 4], [termin, basic, 3], [airport, close, 3]]",,1.0,2.0,,0.2,0.5,2.0,,0.0,
17428,LavenderQ,2016-11-01,PreCovid,4,4.0,"[[singapor, due, 0], [pool, overnight, 3], [pool, swim, 3], [termin, wrong, 3], [stay, unwant, 1], [help, much, 1], [work, key, 2]]",1.0,1.0,,-0.125,0.0,,3.0,2.0,-0.16666666666666666,0.1
17429,happy2bealive,2016-09-01,PreCovid,4,5.0,"[[flight, morn, 4]]",,,1.0,,,0.0,,,,
17430,JanetL L,2016-11-01,PreCovid,4,4.0,"[[day, next, 4], [time, great, 1], [time, servic, 1], [time, short, 1]]",,,1.0,,,0.0,,3.0,,0.26666666666666666
17431,Sharlene V,2016-11-01,PreCovid,4,5.0,"[[hour, bad, 4]]",,,1.0,,,-0.6999999999999998,,,,
17432,Seriouslyash,2016-11-01,PreCovid,4,4.0,"[[hotel, great, 0]]",1.0,,,0.8,,,,,,
17433,Heather F,2016-11-01,PreCovid,4,5.0,[],,,,,,,,,,
17434,Hana M,2016-11-01,PreCovid,4,5.0,"[[hotel, best, 0]]",1.0,,,1.0,,,,,,
17435,Roger K,2016-11-01,PreCovid,4,4.0,"[[hotel, insid, 0]]",1.0,,,0.0,,,,,,
17436,Philippe P,2016-11-01,PreCovid,4,5.0,"[[place, best, 0], [room, perfect, 2]]",1.0,1.0,,1.0,1.0,,,,,
17437,MJanssen1,2016-11-01,PreCovid,4,5.0,"[[room, perfect, 2], [room, perfect, 2]]",,2.0,,,1.0,,,,,
17438,Nofearkengear,2016-10-01,PreCovid,4,5.0,"[[room, much, 2]]",,1.0,,,0.2,,,,,
17439,207LisaF,2016-11-01,PreCovid,4,5.0,"[[bathroom, long, 2], [hour, open, 4]]",,1.0,1.0,,-0.05,0.0,,,,
17440,narul2015,2016-11-01,PreCovid,4,4.0,"[[pool, lead, 3]]",,,,,,,1.0,,0.0,
17441,ZMona B,2016-10-01,PreCovid,4,4.0,"[[hour, perfect, 4], [room, nice, 2]]",,1.0,1.0,,0.6,1.0,,,,
17442,Missy B,2016-11-01,PreCovid,4,1.0,[],,,,,,,,,,
17443,kth79,2016-10-01,PreCovid,4,5.0,"[[walk, short, 0], [room, fast, 2], [room, servic, 2], [room, good, 2], [bed, clean, 3], [check, express, 4]]",1.0,3.0,1.0,0.0,0.3,0.0,1.0,,0.3666666666666667,
17444,Simplyko,2016-11-01,PreCovid,4,4.0,"[[hotel, leav, 0], [staff, great, 1], [staff, servic, 1], [staff, good, 1], [bathroom, huge, 2], [bathroom, modern, 2], [room, 'almost size', 2]]",1.0,3.0,,0.0,0.20000000000000004,,,3.0,,0.5
17445,Geoffrey A,2016-10-01,PreCovid,4,4.0,"[[flight, overnight, 4], [flight, singapor, 4], [flight, earli, 4], [place, next, 0], [place, morn, 0], [food, cheaper, 0], [food, 'much cheaper', 0], [food, local, 0], [food, nearbi, 0]]",6.0,,3.0,0.03333333333333333,,0.0,,,,
17446,Nick B,2016-11-01,PreCovid,4,5.0,[],,,,,,,,,,
17447,shyn s,2016-11-01,PreCovid,4,2.0,"[[time, 'instead hotel', 1], [flight, singapor, 4]]",,,1.0,,,0.0,,1.0,,0.0
17448,Natalie F,2016-09-01,PreCovid,4,4.0,"[[room, forev, 2], [room, weird, 2], [use, smaller, 4], [pool, discreet, 3], [pool, swim, 3]]",,2.0,1.0,,-0.25,0.0,2.0,,0.0,
17449,Nina V,2016-11-01,PreCovid,4,5.0,"[[day, next, 4], [day, next, 4]]",,,2.0,,,0.0,,,,
17450,pierrea555,2016-11-01,PreCovid,4,4.0,"[[room, perfect, 2], [room, quiet, 2], [restaur, singapor, 0]]",1.0,2.0,,0.0,0.5,,,,,
17451,DC_Gale,2016-11-01,PreCovid,4,4.0,[],,,,,,,,,,
17452,Nicola B,2016-05-01,PreCovid,4,3.0,"[[stay, bad, 1], [stay, 'good bad', 1], [time, next, 1], [room, modern, 2], [room, quiet, 2], [flight, long, 4]]",,2.0,1.0,,0.1,-0.05,,3.0,,-0.23333333333333325
17453,VanDan,2016-11-01,PreCovid,4,5.0,"[[hotel, great, 0], [stay, stopov, 1], [room, great, 2], [room, experi, 2], [breakfast, close, 3], [breakfast, nice, 3], [breakfast, decent, 3]]",1.0,2.0,,0.8,0.4,,3.0,1.0,0.25555555555555554,0.0
17454,USM503,2016-11-01,PreCovid,4,4.0,"[[termin, next, 3], [room, 'right termin', 2], [room, great, 2], [time, less, 1], [friendli, servic, 1], [staff, close, 1], [staff, great, 1]]",,2.0,,,0.5428571428571429,,1.0,4.0,0.0,0.15833333333333335
17455,Bill E,2016-11-01,PreCovid,4,5.0,"[[hotel, choic, 0], [hotel, singapor, 0], [check, new, 4], [hour, extra, 4], [hour, half, 4], [comfort, longish, 3], [time, long, 1], [club, new, 4]]",2.0,,4.0,0.0,,0.026515151515151512,1.0,1.0,0.0,-0.05
17456,Dunnie1,2016-11-01,PreCovid,4,2.0,"[[room, great, 2], [airport, 'instead crash', 3]]",,1.0,,,0.8,,1.0,,0.0,
17457,L0l25,2016-11-01,PreCovid,4,5.0,[],,,,,,,,,,
17458,TravellingPassion78,2016-11-01,PreCovid,4,4.0,[],,,,,,,,,,
17459,travelinpdx,2016-11-01,PreCovid,4,4.0,"[[flight, quick, 4], [flight, overnight, 4], [flight, long, 4], [floor, first, 2]]",,1.0,3.0,,0.25,0.09444444444444444,,,,
17460,Howard R,2016-11-01,PreCovid,4,2.0,"[[room, ok, 2], [place, nice, 0], [bed, carelessli, 3]]",1.0,1.0,,0.6,0.5,,1.0,,0.0,
17461,GPORDOC,2016-11-01,PreCovid,4,1.0,"[[time, everi, 1], [food, key, 0]]",1.0,,,0.0,,,,1.0,,0.0
17462,Mary Rose H,2016-02-01,PreCovid,4,5.0,[],,,,,,,,,,
17463,Alchemy,2016-04-01,PreCovid,4,5.0,"[[room, present, 2]]",,1.0,,,0.0,,,,,
17464,megjaynikraf,2015-12-01,PreCovid,4,3.0,"[[hotel, good, 0], [place, overnight, 0], [night, singapor, 3]]",2.0,,,0.35,,,1.0,,0.0,
17465,Josh M,2016-11-01,PreCovid,4,5.0,"[[room, servic, 2], [airport, major, 3]]",,1.0,,,0.0,,1.0,,0.0625,
17466,thoughtfulpebble,2016-11-01,PreCovid,4,4.0,"[[room, earli, 2], [room, morn, 2], [room, older, 2], [check, sure, 4]]",,3.0,1.0,,0.05555555555555555,0.5,,,,
17467,SEAPlatinum,2016-11-01,PreCovid,4,3.0,"[[conveni, good, 3], [room, twin, 2], [room, warm, 2], [room, top, 2]]",,3.0,,,0.3666666666666667,,1.0,,0.7,
17468,Sebastien G,2016-10-01,PreCovid,4,5.0,"[[hotel, cheap, 0], [room, tub, 2], [conveni, modern, 3]]",1.0,1.0,,0.4,0.0,,1.0,,0.2,
17469,86denniss,2016-11-01,PreCovid,4,3.0,[],,,,,,,,,,
17470,Deb F,2016-11-01,PreCovid,4,5.0,"[[hotel, great, 0], [hotel, basic, 0], [help, good, 1], [check, nice, 4]]",2.0,,1.0,0.4,,0.6,,1.0,,0.7
17471,paulreid23,2016-10-01,PreCovid,4,5.0,"[[night, quiet, 3], [night, late, 3], [shower, hot, 2], [day, light, 4]]",,1.0,1.0,,0.25,0.4,2.0,,-0.15,
17472,ABCDmama,2016-09-01,PreCovid,4,3.0,"[[shop, overal, 0]]",1.0,,,0.0,,,,,,
17473,mcsc-squared,2016-11-01,PreCovid,4,2.0,"[[hour, experi, 4], [flight, singapor, 4], [check, poor, 4], [check, overal, 4], [check, good, 4], [room, last, 2]]",,1.0,5.0,,0.0,0.059999999999999984,,,,
17474,Brad S,2016-11-01,PreCovid,4,5.0,"[[place, better, 0], [food, great, 0], [conveni, top, 3]]",2.0,,,0.65,,,1.0,,0.5,
17475,Janet F,2016-10-01,PreCovid,4,5.0,"[[walk, big, 0]]",1.0,,,0.0,,,,,,
17476,Dave M,2016-11-01,PreCovid,4,5.0,"[[check, great, 4]]",,,1.0,,,0.8,,,,
17477,Douglas C,2016-10-01,PreCovid,4,5.0,"[[stay, overnight, 1]]",,,,,,,,1.0,,0.0
17478,Walter B,2016-10-01,PreCovid,4,5.0,"[[bathroom, small, 2]]",,1.0,,,-0.25,,,,,
17479,Gregoire64,2016-10-01,PreCovid,4,4.0,"[[room, right, 2], [hotel, high, 0], [room, odd, 2], [hotel, top, 0]]",2.0,2.0,,0.33,0.05952380952380952,,,,,
17480,The Shopaholic Diaries,2016-09-01,PreCovid,4,4.0,"[[flight, singapor, 4], [flight, morn, 4]]",,,2.0,,,0.0,,,,
17481,Rors_4171,2016-10-01,PreCovid,4,5.0,[],,,,,,,,,,
17482,Yodda Y,2016-10-01,PreCovid,4,5.0,"[[place, best, 0], [room, first, 2], [day, next, 4], [room, super, 2]]",1.0,2.0,1.0,1.0,0.29166666666666663,0.0,,,,
17483,lozloudor,2016-10-01,PreCovid,4,5.0,"[[room, quick, 2], [room, nice, 2], [bathroom, clean, 2], [bathroom, modern, 2], [time, next, 1]]",,4.0,,,0.375,,,1.0,,0.0
17484,Gary G,2016-10-01,PreCovid,4,4.0,"[[comfort, big, 3], [bed, clean, 3], [hotel, nice, 0]]",1.0,,,0.6,,,2.0,,0.18333333333333335,
17485,Terence S,2016-10-01,PreCovid,4,4.0,"[[hotel, best, 0], [airport, singapor, 3], [pool, great, 3]]",1.0,,,1.0,,,2.0,,0.4,
17486,Margaret V,2016-10-01,PreCovid,4,5.0,"[[singapor, 'alway excel', 0]]",1.0,,,0.0,,,,,,
17487,dayne190690,2016-09-01,PreCovid,4,5.0,"[[hotel, nice, 0], [hotel, great, 0]]",2.0,,,0.7,,,,,,
17488,853raymondw,2016-10-01,PreCovid,4,5.0,[],,,,,,,,,,
17489,paul h,2016-10-01,PreCovid,4,4.0,[],,,,,,,,,,
17490,AmyL566,2016-10-01,PreCovid,4,5.0,"[[bathroom, big, 2], [pool, great, 3]]",,1.0,,,0.0,,1.0,,0.8,
17491,Solarsid,2016-10-01,PreCovid,4,4.0,"[[pool, swim, 3]]",,,,,,,1.0,,0.0,
17492,yvonne t,2016-10-01,PreCovid,4,5.0,[],,,,,,,,,,
17493,Azhkman,2016-10-01,PreCovid,4,4.0,"[[time, new, 1], [bed, actual, 3]]",,,,,,,1.0,1.0,0.0,0.13636363636363635
17494,hsiao_tan16,2016-10-01,PreCovid,4,4.0,"[[comfort, new, 3], [experi, overal, 1]]",,,,,,,1.0,1.0,0.13636363636363635,0.0
17495,Lost In Asia,2016-10-01,PreCovid,4,4.0,"[[room, live, 2], [club, good, 4], [club, decent, 4], [club, varieti, 4]]",,1.0,3.0,,0.13636363636363635,0.28888888888888886,,,,
17496,Czardines,2016-03-01,PreCovid,4,5.0,"[[food, wide, 0]]",1.0,,,-0.1,,,,,,
17497,Adrian L,2016-10-01,PreCovid,4,5.0,"[[hotel, better, 0], [hotel, 'even better', 0]]",2.0,,,0.5,,,,,,
17498,Halldor S,2016-09-01,PreCovid,4,5.0,"[[check, experi, 4], [check, great, 4], [arriv, usual, 4]]",,,3.0,,,0.18333333333333335,,,,
17499,Ozfemale,2016-09-01,PreCovid,4,4.0,[],,,,,,,,,,
17500,forseasons,2016-10-01,PreCovid,4,3.0,[],,,,,,,,,,
17501,verie,2016-10-01,PreCovid,4,5.0,"[[shower, good, 2]]",,1.0,,,0.7,,,,,
17502,Godwin S,2016-10-01,PreCovid,4,5.0,"[[room, largest, 2], [check, late, 4], [room, noisi, 2], [room, modern, 2]]",,3.0,1.0,,0.06666666666666667,-0.3,,,,
17503,ttripper16,2016-10-01,PreCovid,4,1.0,"[[room, loud, 2]]",,1.0,,,0.1,,,,,
17504,alwyn1_12,2016-10-01,PreCovid,4,5.0,"[[pool, nice, 3]]",,,,,,,1.0,,0.6,
17505,eng333,2016-10-01,PreCovid,4,4.0,"[[room, modern, 2], [hotel, cheap, 0]]",1.0,1.0,,0.4,0.2,,,,,
